text,start,end,imdbid,imdbid_pe,season,episode,scaled_end,scaled_start,duration,tvad_name,tvad_index,bboxes,pred_ids
Leonard tries to remove the lid.,919.021,920.23,tt0898266,tt1256040,2,9,920.626,918.626,2.0,s02e09_seg02_clip_12,"[152, 152, 153, 153, 153, 154, 154, 155, 155, 156, 156, 156, 157, 157, 158, 158]","[[[266, 78, 305, 138], [352, 71, 397, 121]], [[266, 78, 305, 138], [352, 71, 397, 121]], [[267, 83, 312, 143], [361, 74, 406, 122]], [[267, 83, 312, 143], [361, 74, 406, 122]], [[267, 83, 312, 143], [361, 74, 406, 122]], [[286, 81, 330, 140], [363, 45, 399, 102]], [[286, 81, 330, 140], [363, 45, 399, 102]], [[289, 81, 335, 140], [352, 31, 392, 89]], [[289, 81, 335, 140], [352, 31, 392, 89]], [[266, 83, 311, 141], [363, 34, 404, 91]], [[266, 83, 311, 141], [363, 34, 404, 91]], [[266, 83, 311, 141], [363, 34, 404, 91]], [[232, 82, 276, 141], [375, 30, 416, 87]], [[232, 82, 276, 141], [375, 30, 416, 87]], [[213, 87, 257, 147], [383, 31, 423, 89]], [[213, 87, 257, 147], [383, 31, 423, 89]]]","{'nm0301959': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm1433588': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)]}"
Like a gladiator.,946.336,948.276,tt0898266,tt1256040,2,9,948.306,946.306,2.0,s02e09_seg02_clip_13,"[52, 53, 53, 53, 54, 54, 55, 55, 55, 56, 56, 57, 57, 58, 58, 58]","[[[197, 61, 261, 148], [352, 182, 435, 274]], [[200, 67, 266, 152], [351, 179, 433, 271]], [[200, 67, 266, 152], [351, 179, 433, 271]], [[200, 67, 266, 152], [351, 179, 433, 271]], [[198, 73, 266, 160], [354, 180, 436, 273]], [[198, 73, 266, 160], [354, 180, 436, 273]], [[197, 84, 266, 166], [360, 180, 440, 273]], [[197, 84, 266, 166], [360, 180, 440, 273]], [[197, 84, 266, 166], [360, 180, 440, 273]], [[179, 80, 246, 159], [359, 180, 440, 272]], [[179, 80, 246, 159], [359, 180, 440, 272]], [[171, 75, 231, 156], [351, 176, 434, 271]], [[171, 75, 231, 156], [351, 176, 434, 271]], [[376, 116, 424, 178], [189, 56, 233, 114]], [[376, 116, 424, 178], [189, 56, 233, 114]], [[376, 116, 424, 178], [189, 56, 233, 114]]]","{'nm1433588': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 1), (14, 1), (15, 1)], 'nm0301959': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 0), (14, 0), (15, 0)]}"
Leonard ambles over to the kitchen sink.,970.351,971.925,tt0898266,tt1256040,2,9,972.138,970.138,2.0,s02e09_seg02_clip_13,"[127, 127, 128, 128, 128, 129, 129, 130, 130, 130, 131, 131, 132, 132, 133, 133]","[[[346, 57, 393, 121], [582, 0, 628, 57], [218, 70, 250, 115]], [[346, 57, 393, 121], [582, 0, 628, 57], [218, 70, 250, 115]], [[552, 3, 596, 63], [190, 77, 220, 120], [345, 76, 375, 127]], [[552, 3, 596, 63], [190, 77, 220, 120], [345, 76, 375, 127]], [[552, 3, 596, 63], [190, 77, 220, 120], [345, 76, 375, 127]], [[501, 12, 543, 68], [132, 69, 163, 113], [311, 93, 337, 136]], [[501, 12, 543, 68], [132, 69, 163, 113], [311, 93, 337, 136]], [[452, 21, 492, 77], [84, 69, 112, 110], [318, 106, 343, 142]], [[452, 21, 492, 77], [84, 69, 112, 110], [318, 106, 343, 142]], [[452, 21, 492, 77], [84, 69, 112, 110], [318, 106, 343, 142]], [[394, 41, 436, 95], [35, 75, 62, 116], [312, 115, 338, 153]], [[394, 41, 436, 95], [35, 75, 62, 116], [312, 115, 338, 153]], [[324, 64, 365, 111]], [[324, 64, 365, 111]], [[258, 77, 296, 119]], [[258, 77, 296, 119]]]","{'nm0301959': [(0, 0), (1, 0), (2, 2), (3, 2), (4, 2)], 'nm1433588': [(0, 1), (1, 1), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm0749081': [(0, 2), (1, 2), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]}"
Stephanie grimaces.,974.478,975.341,tt0898266,tt1256040,2,9,975.91,973.91,2.0,s02e09_seg02_clip_13,"[139, 139, 139, 140, 140, 141, 141, 141, 142, 142, 143, 143, 144, 144, 144, 145]","[[[170, 36, 201, 92]], [[170, 36, 201, 92]], [[170, 36, 201, 92]], [[153, 35, 191, 90]], [[153, 35, 191, 90]], [[144, 33, 184, 87]], [[144, 33, 184, 87]], [[144, 33, 184, 87]], [[139, 30, 180, 85]], [[139, 30, 180, 85]], [[306, 58, 369, 144]], [[306, 58, 369, 144]], [[306, 58, 369, 145]], [[306, 58, 369, 145]], [[306, 58, 369, 145]], [[303, 59, 364, 145]]]","{'nm1433588': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0)], 'nm0749081': [(10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
"In a hospital room, Sheldon studies Leonard's hand.",983.825,986.033,tt0898266,tt1256040,2,9,986.033,983.825,2.208,s02e09_seg02_clip_13,"[170, 170, 171, 171, 171, 172, 172, 173, 173, 174, 174, 175, 175, 176, 176, 176]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",{}
Sheldon and Leonard squint at each other.,1047.339,1048.782,tt0898266,tt1256040,2,9,1049.06,1047.06,2.0,s02e09_seg02_clip_15,"[17, 17, 17, 18, 18, 19, 19, 20, 20, 20, 21, 21, 22, 22, 22, 23]","[[[306, 34, 373, 118], [34, 0, 99, 64]], [[306, 34, 373, 118], [34, 0, 99, 64]], [[306, 34, 373, 118], [34, 0, 99, 64]], [[305, 40, 343, 92], [176, 76, 209, 124], [432, 78, 465, 129]], [[305, 40, 343, 92], [176, 76, 209, 124], [432, 78, 465, 129]], [[302, 39, 341, 93], [176, 76, 209, 124], [433, 77, 464, 130]], [[302, 39, 341, 93], [176, 76, 209, 124], [433, 77, 464, 130]], [[299, 38, 338, 92], [172, 74, 208, 124], [432, 77, 464, 130]], [[299, 38, 338, 92], [172, 74, 208, 124], [432, 77, 464, 130]], [[299, 38, 338, 92], [172, 74, 208, 124], [432, 77, 464, 130]], [[296, 39, 335, 94], [432, 78, 463, 130], [171, 74, 207, 123]], [[296, 39, 335, 94], [432, 78, 463, 130], [171, 74, 207, 123]], [[289, 61, 357, 156], [534, 0, 599, 95]], [[289, 61, 357, 156], [534, 0, 599, 95]], [[289, 61, 357, 156], [534, 0, 599, 95]], [[283, 59, 352, 154], [538, 0, 608, 94]]]","{'nm0301959': [(0, 0), (1, 0), (2, 0), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 1), (11, 1)], 'nm1433588': [(0, 1), (1, 1), (2, 1), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 1), (13, 1), (14, 1), (15, 1)], 'nm0749081': [(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Stephanie walks out.,1051.745,1052.515,tt0898266,tt1256040,2,9,1053.13,1051.13,2.0,s02e09_seg02_clip_15,"[29, 30, 30, 31, 31, 32, 32, 32, 33, 33, 34, 34, 35, 35, 35, 36]","[[[224, 74, 289, 167], [601, 0, 671, 104]], [[228, 81, 287, 150]], [[228, 81, 287, 150]], [], [], [[298, 47, 327, 88], [364, 75, 386, 118]], [[298, 47, 327, 88], [364, 75, 386, 118]], [[298, 47, 327, 88], [364, 75, 386, 118]], [[308, 48, 338, 86], [365, 75, 386, 117]], [[308, 48, 338, 86], [365, 75, 386, 117]], [[318, 43, 348, 84], [367, 75, 389, 118]], [[318, 43, 348, 84], [367, 75, 389, 118]], [[313, 46, 345, 86], [367, 74, 390, 119]], [[313, 46, 345, 86], [367, 74, 390, 119]], [[313, 46, 345, 86], [367, 74, 390, 119]], [[287, 48, 320, 90], [371, 73, 394, 119]]]","{'nm0749081': [(0, 0)], 'nm1433588': [(0, 1), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm0301959': [(5, 1), (6, 1), (7, 1), (12, 1), (13, 1), (14, 1)]}"
Leonard hands Howard a jar.,1068.775,1069.833,tt0898266,tt1256040,2,9,1070.304,1068.304,2.0,s02e09_seg02_clip_15,"[84, 84, 85, 85, 85, 86, 86, 87, 87, 88, 88, 88, 89, 89, 90, 90]","[[[241, 103, 264, 130], [179, 111, 203, 142], [384, 93, 407, 131], [343, 127, 365, 149]], [[241, 103, 264, 130], [179, 111, 203, 142], [384, 93, 407, 131], [343, 127, 365, 149]], [[241, 103, 264, 131], [179, 111, 203, 142], [398, 86, 419, 124], [344, 121, 367, 146]], [[241, 103, 264, 131], [179, 111, 203, 142], [398, 86, 419, 124], [344, 121, 367, 146]], [[241, 103, 264, 131], [179, 111, 203, 142], [398, 86, 419, 124], [344, 121, 367, 146]], [[241, 102, 264, 130], [182, 107, 203, 139], [402, 82, 425, 121], [348, 115, 370, 142]], [[241, 102, 264, 130], [182, 107, 203, 139], [402, 82, 425, 121], [348, 115, 370, 142]], [[241, 101, 265, 130], [401, 85, 427, 122], [183, 104, 204, 135], [350, 112, 372, 139]], [[241, 101, 265, 130], [401, 85, 427, 122], [183, 104, 204, 135], [350, 112, 372, 139]], [[242, 101, 265, 128], [398, 89, 425, 125], [351, 107, 373, 132], [180, 102, 202, 131]], [[242, 101, 265, 128], [398, 89, 425, 125], [351, 107, 373, 132], [180, 102, 202, 131]], [[242, 101, 265, 128], [398, 89, 425, 125], [351, 107, 373, 132], [180, 102, 202, 131]], [[243, 101, 265, 128], [398, 89, 425, 125], [351, 107, 372, 131], [176, 96, 198, 125]], [[243, 101, 265, 128], [398, 89, 425, 125], [351, 107, 372, 131], [176, 96, 198, 125]], [[255, 49, 329, 152], [424, 64, 478, 167]], [[255, 49, 329, 152], [424, 64, 478, 167]]]","{'nm1433588': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0)], 'nm0301959': [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)], 'nm2471798': [(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 0), (15, 0)], 'nm0374865': [(5, 3), (6, 3), (7, 3), (8, 3), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2)]}"
Leonard shows Raj his hand.,1070.853,1072.007,tt0898266,tt1256040,2,9,1072.43,1070.43,2.0,s02e09_seg02_clip_15,"[90, 91, 91, 92, 92, 93, 93, 93, 94, 94, 95, 95, 96, 96, 96, 97]","[[[255, 49, 329, 152], [424, 64, 478, 167]], [[257, 61, 330, 164], [409, 66, 462, 174]], [[257, 61, 330, 164], [409, 66, 462, 174]], [[254, 61, 328, 163]], [[254, 61, 328, 163]], [[255, 55, 329, 159], [443, 42, 499, 140]], [[255, 55, 329, 159], [443, 42, 499, 140]], [[255, 55, 329, 159], [443, 42, 499, 140]], [[390, 66, 436, 125], [210, 118, 247, 164], [40, 119, 70, 171], [54, 145, 81, 189]], [[390, 66, 436, 125], [210, 118, 247, 164], [40, 119, 70, 171], [54, 145, 81, 189]], [[391, 64, 435, 120], [213, 123, 250, 170], [31, 111, 64, 169]], [[391, 64, 435, 120], [213, 123, 250, 170], [31, 111, 64, 169]], [[382, 65, 427, 121], [214, 133, 252, 179], [37, 108, 67, 165]], [[382, 65, 427, 121], [214, 133, 252, 179], [37, 108, 67, 165]], [[382, 65, 427, 121], [214, 133, 252, 179], [37, 108, 67, 165]], [[369, 69, 414, 128], [221, 142, 260, 189], [50, 110, 79, 164]]]","{'nm2471798': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0)], 'nm0301959': [(8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm0374865': [(8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)]}"
Howard dry heaves.,1072.027,1072.854,tt0898266,tt1256040,2,9,1073.441,1071.441,2.0,s02e09_seg02_clip_15,"[94, 94, 94, 95, 95, 96, 96, 97, 97, 97, 98, 98, 99, 99, 100, 100]","[[[390, 66, 436, 125], [210, 118, 247, 164], [40, 119, 70, 171], [54, 145, 81, 189]], [[390, 66, 436, 125], [210, 118, 247, 164], [40, 119, 70, 171], [54, 145, 81, 189]], [[390, 66, 436, 125], [210, 118, 247, 164], [40, 119, 70, 171], [54, 145, 81, 189]], [[391, 64, 435, 120], [213, 123, 250, 170], [31, 111, 64, 169]], [[391, 64, 435, 120], [213, 123, 250, 170], [31, 111, 64, 169]], [[382, 65, 427, 121], [214, 133, 252, 179], [37, 108, 67, 165]], [[382, 65, 427, 121], [214, 133, 252, 179], [37, 108, 67, 165]], [[369, 69, 414, 128], [221, 142, 260, 189], [50, 110, 79, 164]], [[369, 69, 414, 128], [221, 142, 260, 189], [50, 110, 79, 164]], [[369, 69, 414, 128], [221, 142, 260, 189], [50, 110, 79, 164]], [[354, 74, 400, 131], [223, 116, 260, 165], [50, 108, 79, 159]], [[354, 74, 400, 131], [223, 116, 260, 165], [50, 108, 79, 159]], [[317, 82, 383, 170], [504, 19, 572, 124], [0, 59, 60, 169]], [[317, 82, 383, 170], [504, 19, 572, 124], [0, 59, 60, 169]], [[493, 26, 562, 129], [281, 102, 343, 192], [0, 86, 52, 183]], [[493, 26, 562, 129], [281, 102, 343, 192], [0, 86, 52, 183]]]","{'nm0301959': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 1), (13, 1), (14, 0), (15, 0)], 'nm0374865': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 0), (13, 0), (14, 1), (15, 1)], 'nm2471798': [(14, 2), (15, 2)]}"
Penny walks in.,1080.765,1081.535,tt0898266,tt1256040,2,9,1082.15,1080.15,2.0,s02e09_seg02_clip_15,"[121, 122, 122, 122, 123, 123, 124, 124, 125, 125, 125, 126, 126, 127, 127, 127]","[[[293, 74, 367, 177]], [[290, 80, 365, 181]], [[290, 80, 365, 181]], [[290, 80, 365, 181]], [[291, 69, 365, 174]], [[291, 69, 365, 174]], [[297, 65, 371, 167]], [[297, 65, 371, 167]], [[297, 59, 372, 160]], [[297, 59, 372, 160]], [[297, 59, 372, 160]], [[302, 70, 375, 169]], [[302, 70, 375, 169]], [[309, 82, 385, 185]], [[309, 82, 385, 185]], [[309, 82, 385, 185]]]","{'nm2471798': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Everyone stares at Sheldon.,1111.196,1112.312,tt0898266,tt1256040,2,9,1112.754,1110.754,2.0,s02e09_seg02_clip_16,"[31, 32, 32, 33, 33, 34, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38]","[[[173, 68, 241, 156], [372, 64, 419, 147]], [[171, 68, 239, 155], [367, 63, 413, 146]], [[171, 68, 239, 155], [367, 63, 413, 146]], [[168, 66, 235, 154], [364, 64, 410, 145]], [[168, 66, 235, 154], [364, 64, 410, 145]], [[166, 53, 233, 143], [362, 63, 408, 147]], [[166, 53, 233, 143], [362, 63, 408, 147]], [[166, 53, 233, 143], [362, 63, 408, 147]], [[170, 43, 236, 134], [361, 64, 408, 147]], [[170, 43, 236, 134], [361, 64, 408, 147]], [[173, 37, 240, 124], [360, 62, 409, 147]], [[173, 37, 240, 124], [360, 62, 409, 147]], [[173, 37, 240, 124], [360, 62, 409, 147]], [[178, 41, 243, 127], [369, 62, 419, 144]], [[178, 41, 243, 127], [369, 62, 419, 144]], [[180, 46, 245, 134], [385, 62, 442, 145]]]","{'nm0301959': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm0192505': [(0, 1), (13, 1), (14, 1), (15, 1)]}"
Sheldon reads from a paper.,106.516,107.684,tt0898266,tt1256020,2,10,108.1,106.1,2.0,s02e10_seg01_clip_01,"[145, 145, 146, 146, 146, 147, 147, 148, 148, 148, 149, 149, 150, 150, 151, 151]","[[[186, 33, 220, 80], [370, 37, 397, 83]], [[186, 33, 220, 80], [370, 37, 397, 83]], [[192, 40, 228, 87], [362, 38, 390, 87]], [[192, 40, 228, 87], [362, 38, 390, 87]], [[192, 40, 228, 87], [362, 38, 390, 87]], [[209, 40, 246, 91], [355, 39, 385, 88]], [[209, 40, 246, 91], [355, 39, 385, 88]], [[219, 42, 255, 95], [347, 40, 378, 89]], [[219, 42, 255, 95], [347, 40, 378, 89]], [[219, 42, 255, 95], [347, 40, 378, 89]], [[214, 36, 252, 90], [341, 41, 372, 89]], [[214, 36, 252, 90], [341, 41, 372, 89]], [[210, 36, 246, 89], [335, 44, 370, 94]], [[210, 36, 246, 89], [335, 44, 370, 94]], [[209, 35, 246, 86], [333, 42, 362, 91]], [[209, 35, 246, 86], [333, 42, 362, 91]]]","{'nm1433588': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm0301959': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)]}"
Leonard stares at Sheldon.,164.307,165.417,tt0898266,tt1256020,2,10,165.862,163.862,2.0,s02e10_seg01_clip_02,"[149, 149, 149, 150, 150, 151, 151, 152, 152, 152, 153, 153, 154, 154, 154, 155]","[[[337, 40, 387, 114]], [[337, 40, 387, 114]], [[337, 40, 387, 114]], [[222, 49, 289, 128]], [[222, 49, 289, 128]], [[221, 49, 288, 128]], [[221, 49, 288, 128]], [[220, 49, 288, 128]], [[220, 49, 288, 128]], [[220, 49, 288, 128]], [[220, 49, 287, 128]], [[220, 49, 287, 128]], [[220, 49, 287, 128]], [[220, 49, 287, 128]], [[220, 49, 287, 128]], [[220, 49, 288, 128]]]","{'nm1433588': [(0, 0), (1, 0), (2, 0)], 'nm0301959': [(3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Sheldon flips a page.,173.838,174.7,tt0898266,tt1256020,2,10,175.269,173.269,2.0,s02e10_seg01_clip_02,"[178, 178, 179, 179, 180, 180, 181, 181, 181, 182, 182, 183, 183, 183, 184, 184]","[[[260, 70, 291, 112], [347, 60, 379, 105]], [[260, 70, 291, 112], [347, 60, 379, 105]], [[257, 73, 290, 116], [347, 59, 379, 105]], [[257, 73, 290, 116], [347, 59, 379, 105]], [[256, 70, 288, 111], [346, 58, 378, 106]], [[256, 70, 288, 111], [346, 58, 378, 106]], [[252, 69, 282, 111], [347, 58, 380, 105]], [[252, 69, 282, 111], [347, 58, 380, 105]], [[252, 69, 282, 111], [347, 58, 380, 105]], [[366, 51, 415, 122], [193, 75, 241, 138]], [[366, 51, 415, 122], [193, 75, 241, 138]], [[384, 52, 434, 127], [203, 79, 251, 142]], [[384, 52, 434, 127], [203, 79, 251, 142]], [[384, 52, 434, 127], [203, 79, 251, 142]], [[393, 49, 444, 125], [198, 72, 249, 137]], [[393, 49, 444, 125], [198, 72, 249, 137]]]","{'nm0301959': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)], 'nm1433588': [(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Sheldon holds his finger to his ear.,189.958,191.337,tt0898266,tt1256020,2,10,191.647,189.647,2.0,s02e10_seg01_clip_02,"[229, 230, 230, 231, 231, 231, 232, 232, 233, 233, 233, 234, 234, 235, 235, 236]","[[[362, 43, 394, 86]], [[350, 43, 382, 86]], [[350, 43, 382, 86]], [[339, 46, 371, 89]], [[339, 46, 371, 89]], [[339, 46, 371, 89]], [[334, 48, 366, 91]], [[334, 48, 366, 91]], [[334, 50, 367, 95]], [[334, 50, 367, 95]], [[334, 50, 367, 95]], [[338, 51, 371, 94]], [[338, 51, 371, 94]], [[349, 45, 402, 119]], [[349, 45, 402, 119]], [[354, 44, 406, 118]]]","{'nm1433588': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Sheldon shakes his head.,235.755,236.79,tt0898266,tt1256020,2,10,237.272,235.272,2.0,s02e10_seg02_clip_00,"[43, 44, 44, 44, 45, 45, 46, 46, 46, 47, 47, 48, 48, 49, 49, 49]","[[[163, 66, 226, 154], [419, 0, 463, 70]], [[161, 66, 226, 154], [399, 0, 459, 80]], [[161, 66, 226, 154], [399, 0, 459, 80]], [[161, 66, 226, 154], [399, 0, 459, 80]], [[164, 67, 228, 154], [388, 0, 454, 87]], [[164, 67, 228, 154], [388, 0, 454, 87]], [[310, 60, 376, 144], [0, 138, 30, 219]], [[310, 60, 376, 144], [0, 138, 30, 219]], [[310, 60, 376, 144], [0, 138, 30, 219]], [[308, 61, 374, 145], [0, 139, 28, 218]], [[308, 61, 374, 145], [0, 139, 28, 218]], [[315, 64, 384, 146]], [[315, 64, 384, 146]], [[321, 65, 391, 146]], [[321, 65, 391, 146]], [[321, 65, 391, 146]]]","{'nm0301959': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0)], 'nm1433588': [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)]}"
Stephanie steps into the kitchen.,236.962,238.226,tt0898266,tt1256020,2,10,238.594,236.594,2.0,s02e10_seg02_clip_00,"[47, 48, 48, 48, 49, 49, 50, 50, 51, 51, 51, 52, 52, 53, 53, 53]","[[[308, 61, 374, 145], [0, 139, 28, 218]], [[315, 64, 384, 146]], [[315, 64, 384, 146]], [[315, 64, 384, 146]], [[321, 65, 391, 146]], [[321, 65, 391, 146]], [[460, 37, 490, 74], [344, 76, 368, 108], [145, 59, 164, 79]], [[460, 37, 490, 74], [344, 76, 368, 108], [145, 59, 164, 79]], [[342, 76, 366, 108], [460, 37, 492, 74], [141, 63, 160, 84]], [[342, 76, 366, 108], [460, 37, 492, 74], [141, 63, 160, 84]], [[342, 76, 366, 108], [460, 37, 492, 74], [141, 63, 160, 84]], [[340, 78, 364, 110], [459, 38, 490, 75], [143, 65, 164, 88]], [[340, 78, 364, 110], [459, 38, 490, 75], [143, 65, 164, 88]], [[332, 78, 356, 109], [457, 37, 487, 73], [171, 66, 193, 91]], [[332, 78, 356, 109], [457, 37, 487, 73], [171, 66, 193, 91]], [[332, 78, 356, 109], [457, 37, 487, 73], [171, 66, 193, 91]]]","{'nm1433588': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)], 'nm0301959': [(6, 1), (7, 1), (8, 0), (9, 0), (10, 0)]}"
"Stephanie peers at Leonard, who furiously stirs batter.",278.591,281.105,tt0898266,tt1256020,2,10,281.105,278.591,2.514,s02e10_seg02_clip_00,"[178, 179, 179, 180, 180, 181, 181, 182, 182, 183, 183, 184, 185, 185, 186, 186]","[[[299, 48, 362, 131], [525, 164, 534, 175]], [[306, 55, 368, 139]], [[306, 55, 368, 139]], [[331, 89, 397, 163]], [[331, 89, 397, 163]], [[346, 97, 413, 170]], [[346, 97, 413, 170]], [[350, 100, 416, 173]], [[350, 100, 416, 173]], [[354, 100, 418, 171]], [[354, 100, 418, 171]], [[351, 100, 417, 172]], [[357, 103, 423, 171]], [[357, 103, 423, 171]], [[420, 36, 460, 91], [211, 125, 253, 172]], [[420, 36, 460, 91], [211, 125, 253, 172]]]","{'nm0301959': [(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 1), (15, 1)], 'nm1433588': [(14, 0), (15, 0)]}"
Leonard and Penny gaze at each other.,295.877,297.316,tt0898266,tt1256020,2,10,297.596,295.596,2.0,s02e10_seg02_clip_01,"[34, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38, 38, 39, 39, 39, 40]","[[[176, 78, 236, 156], [421, 84, 472, 155]], [[176, 78, 236, 156], [421, 84, 472, 155]], [[176, 78, 236, 156], [421, 84, 472, 155]], [[416, 85, 468, 155], [210, 78, 258, 160]], [[416, 85, 468, 155], [210, 78, 258, 160]], [[414, 84, 466, 155], [204, 83, 250, 161]], [[414, 84, 466, 155], [204, 83, 250, 161]], [[414, 84, 466, 155], [204, 83, 250, 161]], [[413, 85, 465, 156], [197, 85, 242, 165]], [[413, 85, 465, 156], [197, 85, 242, 165]], [[414, 85, 466, 156], [193, 84, 240, 164]], [[414, 85, 466, 156], [193, 84, 240, 164]], [[414, 86, 465, 156], [193, 84, 239, 165]], [[414, 86, 465, 156], [193, 84, 239, 165]], [[414, 86, 465, 156], [193, 84, 239, 165]], [[414, 85, 465, 156], [192, 85, 238, 165], [609, 15, 660, 97]]]","{'nm0301959': [(0, 0), (1, 0), (2, 0), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1)], 'nm0192505': [(0, 1), (1, 1), (2, 1), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0)], 'nm1433588': [(15, 2)]}"
